0.179,0.295,0.417,0.599,0.924,1.218,1.574,1.798,2.007,2.046,2.181,2.241,2.977,3.11,3.275,3.361,3.583,3.65,3.841,3.951,4.151,5.079,5.332,5.895,5.945,5.993,6.125,6.429,6.574,6.597,6.75,6.853,7.095,7.173,7.206,7.343,7.684,8.095,8.13,8.639,9.02,9.146,9.324,9.539,9.73,9.789,9.829,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.066,0.136,0.652,0.8,0.845,0.869,0.957,1.04,1.125,1.246,1.355,1.584,1.697,1.991,2.094,2.381,2.446,2.489,3.11,3.153,3.3,3.331,4.05,4.136,4.35,4.534,4.622,4.874,5.135,5.198,5.226,5.442,5.623,5.69,5.882,5.946,6.127,6.408,6.516,6.55,6.586,6.629,6.785,6.87,7.005,7.106,7.19,7.221,7.73,7.844,7.903,8.016,8.225,8.569,8.667,8.916,9.024,9.349,9.647,9.757,9.856,nan,nan
1.352,2.037,2.541,2.79,3.046,3.252,3.316,3.386,3.834,4.0,4.171,4.276,4.35,4.471,4.688,5.022,5.263,5.381,5.88,5.905,6.212,6.453,6.578,6.711,6.838,6.927,7.057,7.136,7.216,7.297,7.724,8.339,8.819,8.913,9.171,9.279,9.326,9.457,9.612,9.935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.081,0.155,0.274,0.325,0.387,0.475,0.547,0.677,0.74,1.105,1.162,1.532,1.61,2.105,2.647,2.683,2.895,3.092,3.111,3.21,3.526,3.584,3.87,3.964,4.203,4.236,4.269,4.339,4.464,4.856,4.98,5.085,5.232,5.329,5.367,5.484,5.676,5.919,5.981,6.265,6.332,6.65,6.698,6.926,7.333,7.442,7.527,7.573,7.719,7.91,8.108,8.239,8.441,8.544,8.664,9.204,9.316,9.477,9.649,9.747,9.788,9.918,nan
0.627,0.825,0.882,0.949,1.049,1.088,1.733,2.062,2.125,2.148,2.176,2.26,2.394,2.502,2.682,2.811,2.939,3.13,3.185,3.39,3.49,3.567,4.172,4.416,4.525,4.666,4.812,5.031,5.102,5.26,5.338,5.464,5.49,5.801,6.158,6.197,6.294,6.784,6.862,7.075,7.218,7.337,7.434,7.512,7.678,7.73,7.921,8.469,8.506,8.987,9.165,9.257,9.285,9.411,9.661,9.99,nan,nan,nan,nan,nan,nan,nan
0.145,0.181,0.277,0.308,0.858,1.365,1.411,1.558,1.916,2.13,2.239,2.533,2.88,2.931,3.485,3.721,3.997,4.043,4.076,4.115,4.181,4.269,4.353,4.549,5.176,5.234,5.358,5.4,5.453,5.726,5.899,5.96,6.081,6.484,6.618,6.661,6.817,7.154,7.694,7.759,8.185,8.29,8.444,8.582,9.041,9.229,9.334,9.461,9.531,9.739,9.842,9.936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.062,0.08,0.168,0.328,0.451,0.59,0.979,1.186,1.268,1.29,1.353,2.611,3.215,3.271,3.388,3.501,3.554,3.638,3.76,3.863,3.885,4.687,4.723,4.904,5.103,5.313,5.65,6.041,6.202,6.415,6.498,6.68,6.793,7.016,7.039,7.096,7.359,7.386,7.996,8.093,8.14,8.308,8.624,8.721,9.284,9.323,9.364,9.387,9.761,9.802,9.958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.074,0.202,0.337,0.387,0.456,0.804,0.976,1.107,1.266,1.38,1.642,1.82,1.872,2.219,2.365,2.989,3.614,3.873,4.047,4.163,4.357,4.665,5.209,5.239,5.527,5.64,5.659,5.85,6.165,6.213,6.276,6.306,6.828,7.031,7.209,8.046,8.102,8.263,8.339,8.823,8.885,8.928,9.038,9.149,9.207,9.35,9.637,9.807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.278,0.41,0.589,0.776,0.965,1.368,1.511,1.744,1.944,2.247,2.53,3.048,3.1,3.542,3.58,4.129,4.404,5.016,5.1,5.184,5.373,5.469,5.761,5.851,5.898,6.197,6.232,6.39,6.461,6.693,6.886,6.946,6.975,7.094,7.287,7.401,7.768,7.892,8.035,8.103,8.423,8.55,9.17,9.281,9.421,9.672,9.704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.05,0.28,0.402,0.647,0.69,0.803,1.076,1.185,1.254,1.322,1.641,1.779,2.344,2.524,2.585,2.605,2.806,2.919,2.988,3.534,3.832,3.965,4.054,4.178,4.819,5.199,5.369,5.412,5.686,5.762,5.988,6.105,6.203,6.492,6.627,6.818,7.002,7.122,7.468,7.541,7.855,7.983,8.206,8.231,8.415,8.437,8.502,8.643,8.713,8.885,9.469,9.607,9.632,9.892,9.927,nan,nan,nan,nan,nan,nan,nan,nan
0.183,0.297,0.635,0.862,0.891,1.11,1.268,1.37,1.58,1.9,2.063,2.286,2.394,2.74,3.11,3.437,3.47,3.716,3.777,4.154,4.303,4.38,4.491,5.201,5.41,5.531,5.625,5.693,6.297,6.778,6.979,7.158,7.438,7.496,7.583,7.772,7.822,8.077,8.109,8.344,8.548,8.831,8.982,9.162,9.297,9.329,9.484,9.982,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.156,0.743,0.933,1.18,1.256,1.439,1.563,1.905,2.227,2.265,2.472,2.607,2.641,2.879,2.992,3.07,3.194,3.263,3.431,3.462,3.503,3.588,3.753,3.899,3.938,3.97,4.034,4.056,4.166,4.201,4.228,4.28,4.599,4.705,4.952,5.191,5.373,5.912,5.968,6.012,6.731,6.831,7.151,7.193,7.279,7.346,7.529,7.852,8.012,8.141,8.287,8.461,8.785,9.288,9.57,9.701,9.811,nan,nan,nan,nan,nan,nan
0.057,0.124,0.751,1.263,1.415,1.442,2.022,2.084,2.167,2.315,2.442,2.637,2.696,2.817,2.842,2.873,3.002,3.476,3.516,3.87,4.016,4.167,4.385,4.427,4.616,4.76,5.358,5.446,5.482,5.619,5.907,6.016,6.099,6.344,7.073,7.223,7.258,7.308,7.765,7.833,7.897,8.088,8.221,8.364,8.56,8.669,8.71,8.778,8.867,9.388,9.467,9.646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.326,0.409,0.846,1.122,1.263,1.337,1.491,1.647,2.209,2.322,2.4,2.511,2.566,2.975,3.006,3.844,4.02,4.242,4.349,4.579,5.084,5.31,5.522,5.676,5.871,5.915,5.983,6.099,6.395,6.49,6.722,6.822,7.565,7.857,7.937,8.143,8.606,8.761,8.882,9.172,9.238,9.366,9.389,9.544,9.986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.508,0.789,0.99,1.039,1.16,1.442,1.499,1.581,1.62,1.656,1.726,2.036,2.109,2.513,2.569,2.728,2.828,2.853,2.94,3.034,3.079,3.159,3.439,3.702,3.752,3.863,3.986,4.084,4.156,4.187,4.448,4.682,4.854,4.985,5.321,5.425,5.465,5.706,5.942,5.995,6.082,6.207,6.697,6.977,7.012,7.096,7.158,7.377,7.462,7.745,7.776,7.911,8.006,8.278,8.294,8.398,8.472,8.656,8.861,9.156,9.422,9.525,9.879
0.21,0.307,0.526,0.961,1.151,1.565,1.753,1.891,2.013,2.063,2.089,2.133,2.179,2.657,2.803,3.254,3.291,3.486,3.521,3.586,3.745,4.021,4.249,4.414,4.5,4.607,4.664,4.803,4.997,5.403,5.448,5.465,5.699,5.739,5.826,5.918,6.035,6.136,6.205,6.539,6.56,6.689,6.906,7.009,7.21,7.371,7.5,7.758,7.917,8.052,8.627,8.939,9.057,9.737,9.788,9.949,nan,nan,nan,nan,nan,nan,nan
0.065,0.303,0.621,0.752,0.791,0.974,1.136,1.171,1.225,1.312,1.457,1.534,1.716,1.867,1.984,2.104,2.198,2.3,2.361,2.583,3.027,3.156,3.391,3.528,3.845,4.031,4.097,4.214,4.28,4.305,4.762,5.07,5.366,5.494,5.707,6.035,6.177,6.208,6.291,6.666,6.723,6.772,6.794,6.986,7.333,7.4,7.47,7.613,7.845,7.918,8.051,8.092,8.146,8.254,8.709,8.837,8.879,8.908,9.245,9.366,9.627,9.651,9.689
0.069,0.213,0.247,0.315,1.022,1.071,1.148,1.278,1.327,1.935,2.068,2.315,2.35,2.563,2.827,2.921,3.416,3.875,3.975,4.619,5.081,5.148,5.241,5.463,5.549,5.995,6.522,6.808,6.977,7.014,7.064,7.445,7.856,8.22,8.617,9.117,9.157,9.203,9.57,9.606,9.684,9.802,9.836,9.882,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.541,0.603,0.654,0.739,1.035,1.233,1.662,1.967,2.201,2.542,3.086,3.146,3.436,3.558,3.607,3.917,3.99,4.102,4.219,4.308,4.39,4.561,4.768,4.9,4.921,5.069,5.108,5.154,5.304,5.367,6.004,6.094,6.145,6.214,6.291,6.415,6.502,6.526,6.746,7.153,7.221,7.33,7.415,7.471,7.894,7.966,8.022,8.32,8.577,8.626,9.035,9.141,9.182,9.415,9.459,9.536,9.712,9.79,9.848,nan,nan,nan,nan
0.136,0.376,0.462,0.637,0.866,1.122,1.247,1.398,1.604,1.73,1.898,2.01,2.076,2.214,2.241,2.849,2.879,3.033,3.366,3.907,3.978,4.46,4.573,4.808,4.888,5.104,5.274,5.481,5.719,5.867,5.918,6.082,6.212,6.633,7.305,7.562,7.69,8.143,8.175,8.24,8.577,8.646,8.796,8.965,9.362,9.569,9.685,9.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.111,0.233,1.058,1.217,1.488,1.646,1.763,1.824,2.389,2.547,2.718,2.826,3.22,3.293,3.609,3.794,4.082,4.208,4.753,4.923,5.193,5.34,5.403,5.48,5.549,5.613,5.721,6.046,6.346,6.468,6.915,6.982,7.018,7.303,7.653,7.702,7.825,8.099,8.252,8.286,8.346,8.553,8.676,8.748,8.779,8.906,9.035,9.21,9.341,9.611,9.653,9.742,9.803,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.076,0.282,0.316,0.335,0.398,0.704,0.936,1.717,1.862,1.945,2.001,2.18,2.412,2.44,2.586,2.689,2.888,3.049,3.272,3.307,3.44,3.511,3.801,3.826,3.897,3.984,4.021,4.561,4.689,4.878,5.445,5.879,6.148,6.453,6.549,6.815,6.854,6.903,6.986,7.068,7.155,7.257,7.292,7.333,7.776,7.894,8.003,8.219,8.441,8.461,8.647,9.237,9.447,9.867,9.985,nan,nan,nan,nan,nan,nan,nan,nan
0.689,0.867,0.973,1.036,1.334,1.601,1.827,1.921,1.995,2.332,2.497,3.139,3.303,3.359,3.622,3.722,3.965,4.206,4.364,4.583,4.655,4.776,4.968,5.214,5.348,5.606,5.803,6.147,6.311,6.36,6.588,6.669,6.815,6.931,7.1,7.474,7.528,7.669,7.804,7.937,8.145,8.383,8.468,8.508,8.602,8.689,8.783,8.98,9.761,9.856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.379,0.895,1.642,1.751,1.827,2.0,2.063,2.345,2.556,2.878,3.003,3.064,3.152,3.291,3.553,4.034,4.185,4.72,4.814,4.861,4.995,5.107,5.186,5.347,5.444,5.905,6.142,6.675,7.084,7.25,7.28,7.39,7.551,7.657,7.827,8.028,8.059,8.686,8.734,8.952,8.973,9.573,9.881,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.308,0.653,0.724,0.946,1.015,1.212,1.383,1.416,1.496,2.088,2.273,2.51,2.772,3.289,3.368,3.788,4.456,4.504,4.583,4.634,4.767,4.888,4.951,5.315,5.388,5.457,5.513,5.738,5.775,5.861,6.294,6.314,6.459,6.682,6.722,7.236,7.415,7.456,7.529,7.617,7.778,8.105,8.325,8.412,8.441,8.862,9.386,9.461,9.61,9.809,9.937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.377,0.556,0.906,0.958,1.138,1.379,1.997,2.134,2.305,2.68,2.846,2.878,3.044,3.104,3.374,3.972,4.163,4.638,4.75,4.904,4.991,5.387,5.516,5.582,5.645,5.69,5.975,6.131,6.271,6.322,6.392,6.753,6.791,7.2,7.333,8.028,8.183,8.252,8.702,9.083,9.375,9.414,9.579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.258,0.398,0.533,0.661,0.685,0.729,1.158,1.242,1.281,1.546,1.571,1.918,2.447,2.518,2.601,2.876,2.913,2.976,3.107,3.16,3.218,3.278,3.356,3.388,3.634,3.814,4.069,4.775,4.819,5.106,5.291,5.712,5.754,5.964,6.285,6.325,6.545,6.687,6.844,6.948,7.33,7.417,7.714,7.986,8.103,8.179,8.248,8.829,8.951,9.019,9.183,9.493,9.541,9.749,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.565,0.786,0.844,0.921,1.154,1.27,1.392,1.433,1.71,1.762,1.933,2.179,2.305,2.523,2.979,3.032,3.22,3.513,3.907,4.674,4.71,5.172,5.226,5.377,5.567,5.618,5.884,5.897,6.213,6.356,6.445,6.815,6.889,6.946,7.048,7.247,7.416,7.705,7.747,7.808,8.122,8.245,8.27,9.242,9.344,9.369,9.584,9.764,9.971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.091,0.166,0.197,0.373,0.405,0.466,0.632,0.674,0.835,1.0,1.212,1.252,1.298,1.339,1.714,1.976,2.165,2.263,2.308,2.472,2.901,2.998,3.064,3.29,3.369,3.401,3.475,3.509,3.556,3.785,4.564,4.748,4.838,5.151,5.258,5.321,5.407,5.551,5.737,5.795,5.965,6.629,7.104,7.186,7.617,7.666,7.827,8.237,8.315,8.727,9.271,9.421,9.471,9.664,9.708,9.9,9.919,nan,nan,nan,nan,nan,nan
0.193,0.329,0.548,0.613,0.833,0.9,0.996,1.233,1.269,1.419,1.533,1.631,1.744,1.87,2.268,2.411,2.947,3.037,3.245,3.295,3.333,3.701,3.879,3.993,4.026,4.19,4.58,4.611,4.737,4.802,4.939,4.976,5.199,5.258,5.446,5.476,5.586,5.71,5.773,6.088,6.174,6.293,6.769,6.807,6.857,6.971,7.334,7.376,7.538,7.812,7.868,8.616,8.686,9.062,9.136,9.195,9.258,9.459,9.611,9.748,9.855,9.913,9.975
0.119,0.248,0.287,0.395,0.895,1.166,1.25,1.363,1.484,1.585,1.736,1.979,2.038,2.13,2.577,2.788,3.334,3.536,3.567,3.739,4.02,4.092,4.238,4.256,4.518,4.587,4.895,5.074,5.219,5.304,5.463,5.651,5.964,6.031,6.201,6.511,6.532,6.702,6.721,6.906,7.175,7.268,7.541,8.054,8.092,8.178,8.265,8.32,8.684,8.811,9.374,9.502,9.598,9.961,9.998,nan,nan,nan,nan,nan,nan,nan,nan
0.254,0.319,0.654,0.803,1.155,1.329,1.539,1.747,1.807,1.918,2.128,2.164,2.205,2.412,2.562,2.78,2.81,3.081,3.175,3.213,3.307,3.401,3.485,3.593,3.78,3.973,4.014,4.264,4.446,4.5,4.524,4.665,4.775,4.879,5.316,5.795,5.927,6.359,6.411,6.48,6.729,6.909,6.979,7.299,7.596,7.772,8.209,8.441,8.643,8.819,8.846,8.903,8.936,9.094,9.37,9.581,9.688,9.82,nan,nan,nan,nan,nan
0.685,0.895,1.099,1.177,1.513,1.655,1.75,1.87,2.202,2.601,2.693,2.752,2.917,3.174,3.681,3.754,3.797,3.933,4.259,4.349,4.515,5.042,5.296,5.376,5.626,5.774,5.91,6.036,6.144,6.187,6.418,6.505,6.969,7.237,7.309,7.451,7.508,7.665,7.839,7.906,8.035,8.107,8.25,8.344,8.65,8.974,9.125,9.206,9.296,9.454,9.523,9.785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.12,0.359,0.562,0.861,0.956,1.031,1.343,1.404,1.756,1.897,2.048,2.1,2.131,2.195,2.738,2.918,3.131,3.196,3.287,3.494,3.585,3.9,3.955,4.028,4.124,4.183,4.297,4.452,4.948,5.544,5.618,5.729,5.821,6.033,6.109,6.401,6.645,7.073,7.123,7.264,7.394,7.456,7.689,7.923,7.953,8.616,8.92,8.951,9.287,9.458,9.755,9.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.304,0.627,0.867,1.041,1.108,1.272,1.508,1.797,1.852,2.029,2.321,2.637,2.797,3.007,3.57,3.873,3.983,4.097,4.21,5.195,5.348,5.432,5.488,5.635,5.686,5.967,6.064,6.181,6.493,6.735,6.833,7.407,7.453,7.726,7.824,8.125,8.187,8.666,8.764,9.146,9.372,9.499,9.564,9.919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.098,0.494,0.606,0.657,0.82,1.427,1.49,1.888,1.947,2.014,2.295,2.55,2.766,2.859,2.928,3.079,3.233,3.688,3.733,3.773,3.801,3.913,4.074,4.12,4.192,4.224,4.609,4.712,4.898,5.28,5.886,5.928,6.125,6.188,6.709,7.185,7.675,7.842,7.967,8.112,8.411,9.006,9.204,9.364,9.564,9.682,9.86,9.935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.085,0.684,0.851,0.876,1.506,1.522,1.667,1.807,2.079,2.81,2.917,3.151,3.34,3.408,3.495,3.511,3.723,3.847,4.042,4.14,4.219,4.527,4.597,5.238,5.703,6.072,6.394,6.453,6.476,6.646,6.913,7.575,7.652,7.82,8.285,8.379,8.538,8.592,8.627,8.717,8.915,8.949,9.01,9.093,9.148,9.246,9.305,9.681,9.739,9.805,9.864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.054,0.142,0.222,0.28,0.374,0.764,0.793,0.914,1.211,1.637,1.86,1.916,2.032,2.053,2.272,2.443,2.586,2.808,2.978,3.14,3.548,3.785,4.102,4.176,4.213,4.272,4.435,4.51,4.669,4.726,5.212,5.569,5.956,6.061,6.192,6.471,6.643,6.851,7.181,7.398,7.602,7.936,8.171,8.207,8.32,8.397,8.42,8.478,8.717,8.941,9.4,9.532,9.655,9.688,9.79,9.887,9.996,nan,nan,nan,nan,nan,nan
0.314,0.457,0.621,1.133,1.75,1.789,1.886,1.919,1.951,2.3,2.767,2.921,3.096,3.164,3.689,3.8,3.83,3.895,4.367,4.53,4.559,4.837,5.23,5.303,5.494,5.583,5.941,6.182,6.44,7.063,7.165,7.25,7.285,7.349,7.469,7.583,7.915,8.139,8.565,8.637,8.67,9.02,9.043,9.27,9.368,9.403,9.716,9.742,9.911,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.051,0.307,0.366,0.676,0.718,0.979,1.108,1.17,1.335,1.532,2.009,2.037,2.061,2.136,2.792,2.876,3.053,3.672,4.014,4.358,4.844,5.15,5.602,6.186,6.305,6.83,6.854,6.886,6.966,7.107,7.305,7.344,7.588,7.739,7.851,7.967,8.193,8.662,8.844,9.33,9.629,9.838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.138,0.221,0.278,0.716,1.126,1.196,1.323,1.529,1.547,1.827,1.883,1.962,1.993,2.178,2.591,2.891,3.12,3.185,3.43,3.86,3.972,4.165,4.228,4.503,5.252,5.4,5.443,5.807,6.051,6.146,6.174,6.395,6.426,6.544,6.563,6.618,6.71,6.787,7.218,7.326,7.817,7.857,8.092,8.161,8.402,8.546,8.867,9.032,9.207,9.494,9.619,9.779,9.971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.062,0.135,0.202,0.483,0.515,0.58,0.707,0.783,1.048,1.09,1.616,1.74,1.793,1.874,1.913,2.154,2.425,2.776,2.842,2.984,3.103,3.259,3.492,3.689,3.966,4.012,4.094,4.559,4.828,4.895,5.043,5.201,5.589,5.68,6.239,6.318,6.382,6.443,6.532,6.873,7.217,7.421,7.452,7.518,7.712,7.794,7.98,8.009,8.707,8.808,8.891,9.245,9.452,9.901,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.236,0.423,0.517,0.757,1.009,1.202,1.402,1.788,2.046,2.525,2.612,2.915,3.073,3.412,3.588,3.62,3.646,4.159,4.386,4.598,4.643,4.771,4.87,5.035,5.129,5.251,5.274,5.344,5.392,5.654,6.0,6.494,6.62,6.673,6.827,7.048,7.084,7.385,7.594,7.673,7.771,7.894,8.015,8.44,8.493,8.86,8.989,9.096,9.131,9.459,9.502,9.596,9.816,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.211,0.26,0.513,0.568,0.641,0.687,0.835,0.895,1.372,1.823,2.105,2.125,2.499,2.596,2.67,2.888,3.019,3.356,3.443,3.531,4.094,4.148,4.201,4.4,4.829,5.1,5.156,5.294,5.504,5.547,5.894,5.981,6.33,6.364,6.42,7.013,7.176,7.403,7.623,7.643,7.775,7.857,7.879,7.927,8.015,8.116,8.16,8.397,8.972,9.015,9.157,9.498,9.77,9.812,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092,0.258,0.38,0.521,0.696,0.972,1.169,1.205,1.452,1.554,2.015,2.15,2.257,2.441,2.652,2.866,3.075,3.225,3.371,3.437,3.748,3.855,3.888,4.23,5.063,5.236,5.605,5.645,5.773,5.837,5.906,5.944,6.27,6.478,6.561,6.869,6.892,6.926,7.018,7.101,7.414,7.512,7.675,7.865,7.958,7.981,8.07,8.483,8.563,8.792,9.035,9.314,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.092,0.129,0.238,0.368,0.625,0.703,0.894,0.975,1.019,1.088,1.166,1.194,1.489,1.549,2.182,2.276,2.61,2.707,2.757,2.962,3.153,3.418,3.605,3.733,4.2,4.385,4.743,4.819,4.984,5.176,5.194,5.395,5.455,5.572,5.634,5.798,5.835,5.872,5.979,6.191,6.238,6.284,6.307,6.464,6.733,6.851,7.157,7.562,7.689,7.809,7.906,8.18,8.226,8.83,8.91,9.024,9.107,9.205,9.246,9.356,9.736,9.89,9.994
0.226,0.304,0.42,0.753,0.821,0.878,1.269,1.415,1.514,2.2,3.239,3.283,3.718,4.078,4.139,4.752,5.084,5.254,5.421,5.87,5.987,6.249,6.307,6.533,6.576,6.879,6.954,7.025,7.278,7.475,7.614,7.958,8.311,8.419,8.915,9.134,9.176,9.332,9.413,9.624,9.727,9.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.24,0.347,0.499,0.698,0.811,0.93,1.182,1.567,1.943,2.123,2.296,2.503,2.609,3.184,3.272,3.419,3.821,3.858,4.105,4.307,4.447,4.667,4.783,5.213,5.404,5.698,5.74,6.027,6.301,6.511,6.86,7.123,7.232,7.438,7.58,7.739,7.882,8.157,8.237,8.296,8.502,8.553,8.671,8.931,9.158,9.379,9.452,9.788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.102,0.243,0.294,0.536,0.814,0.894,0.97,1.054,1.106,1.378,1.407,1.447,1.527,1.607,1.819,2.186,2.539,2.61,2.954,3.111,3.261,3.378,3.655,4.139,4.457,4.65,4.796,4.974,5.051,5.135,5.362,5.479,5.779,5.993,6.443,6.551,6.604,6.86,7.079,7.109,7.515,7.624,7.754,7.798,7.845,8.162,8.433,8.532,8.593,8.812,8.907,9.135,9.234,9.398,9.469,9.604,9.983,nan,nan,nan,nan,nan,nan
0.433,0.537,0.568,0.705,1.427,1.603,1.799,2.04,2.062,2.108,2.226,2.336,2.648,2.671,2.789,2.831,2.961,3.063,3.651,4.04,4.277,4.345,4.363,4.421,4.588,4.669,4.761,4.813,5.164,5.746,5.804,5.871,6.146,6.229,6.86,6.971,7.013,7.039,7.249,7.472,7.495,7.553,7.679,8.002,8.239,8.338,8.473,8.769,8.817,9.056,9.122,9.307,9.39,9.514,9.669,9.735,9.77,nan,nan,nan,nan,nan,nan
0.458,0.562,0.593,0.73,1.452,1.628,1.824,2.065,2.087,2.133,2.251,2.361,2.673,2.696,2.814,2.856,2.986,3.088,3.676,4.065,4.302,4.37,4.388,4.446,4.613,4.694,4.786,4.838,5.189,5.771,5.829,5.896,6.171,6.254,6.885,6.996,7.038,7.064,7.274,7.497,7.52,7.578,7.704,8.027,8.264,8.363,8.498,8.794,8.842,9.081,9.147,9.332,9.415,9.539,9.694,9.76,9.795,nan,nan,nan,nan,nan,nan
0.483,0.587,0.618,0.755,1.477,1.653,1.849,2.09,2.112,2.158,2.276,2.386,2.698,2.721,2.839,2.881,3.011,3.113,3.701,4.09,4.327,4.395,4.413,4.471,4.638,4.719,4.811,4.863,5.214,5.796,5.854,5.921,6.196,6.279,6.91,7.021,7.063,7.089,7.299,7.522,7.545,7.603,7.729,8.052,8.289,8.388,8.523,8.819,8.867,9.106,9.172,9.357,9.44,9.564,9.719,9.785,9.82,nan,nan,nan,nan,nan,nan
0.508,0.612,0.643,0.78,1.502,1.678,1.874,2.115,2.137,2.183,2.301,2.411,2.723,2.746,2.864,2.906,3.036,3.138,3.726,4.115,4.352,4.42,4.438,4.496,4.663,4.744,4.836,4.888,5.239,5.821,5.879,5.946,6.221,6.304,6.935,7.046,7.088,7.114,7.324,7.547,7.57,7.628,7.754,8.077,8.314,8.413,8.548,8.844,8.892,9.131,9.197,9.382,9.465,9.589,9.744,9.81,9.845,nan,nan,nan,nan,nan,nan
